Date,Country,City,Specie,count,min,max,median,variance
3/23/2020,PH,Manila,temperature,72,26.1,34.7,28.6,70.47
1/30/2020,PH,Manila,temperature,72,23.3,31,25.1,56.55
2/15/2020,PH,Manila,temperature,24,24.4,30.8,26.6,49.23
4/6/2020,PH,Manila,temperature,72,25.3,33.8,29.1,72.78
4/8/2020,PH,Manila,temperature,72,26.7,35.1,29.1,66.11
5/9/2020,PH,Manila,temperature,59,24.8,36.9,30,101.37
2/19/2020,PH,Manila,temperature,13,22.7,30.5,24.7,86.13
3/8/2020,PH,Manila,temperature,48,26.1,35,28.8,74.03
4/18/2020,PH,Manila,temperature,72,26.6,35,28.8,67.8
5/3/2020,PH,Manila,temperature,72,27.1,32.3,29.5,14.07
5/17/2020,PH,Manila,temperature,48,26.6,35.1,30.3,76.58
1/22/2020,PH,Manila,temperature,72,22.2,31.8,26.1,101.29
2/3/2020,PH,Manila,temperature,72,22.2,27,23.5,15.67
2/14/2020,PH,Manila,temperature,11,26.1,31.2,28.6,44.78
4/14/2020,PH,Manila,temperature,72,25.9,31.3,27.7,27.39
1/24/2020,PH,Manila,temperature,72,24.4,26.9,25.5,5.38
2/5/2020,PH,Manila,temperature,72,22,31.5,26.1,88.82
1/15/2020,PH,Manila,temperature,72,23.8,30.1,26.1,37.63
2/9/2020,PH,Manila,temperature,39,23.1,28.3,25,26.55
3/26/2020,PH,Manila,temperature,72,25,35,28.8,93.46
5/12/2020,PH,Manila,temperature,48,27.7,36.6,30.8,85.92
1/4/2020,PH,Manila,temperature,72,22.2,31.5,25.8,74.49
1/10/2020,PH,Manila,temperature,72,23.8,29.7,26.1,28.12
2/4/2020,PH,Manila,temperature,72,20.5,30.4,25.4,94.75
2/17/2020,PH,Manila,temperature,24,23.6,30.5,25.9,37.96
3/31/2020,PH,Manila,temperature,48,28,35.2,31.9,44.73
4/30/2020,PH,Manila,temperature,72,27.2,34.1,29.7,50.82
5/13/2020,PH,Manila,temperature,48,27.8,36.2,31.8,66.78
1/6/2020,PH,Manila,temperature,72,25.5,31.5,26.8,40.84
1/9/2020,PH,Manila,temperature,72,23.8,30.7,26.3,42.05
2/29/2020,PH,Manila,temperature,48,24.1,32.3,27.2,55.6
3/29/2020,PH,Manila,temperature,69,26.5,34.3,29.7,68.28
3/30/2020,PH,Manila,temperature,71,26.3,33.4,29.3,51.78
4/1/2020,PH,Manila,temperature,72,25.5,35.4,29.8,85.99
4/2/2020,PH,Manila,temperature,72,26.6,34.5,29.1,61.07
4/23/2020,PH,Manila,temperature,72,28.3,35.4,30.1,53.65
1/11/2020,PH,Manila,temperature,72,23.4,31.6,27.2,60.06
2/7/2020,PH,Manila,temperature,72,23.8,29,25.8,18.65
4/29/2020,PH,Manila,temperature,72,26.6,33.8,30,59.03
5/16/2020,PH,Manila,temperature,48,24.8,33.8,28.3,89.69
3/5/2020,PH,Manila,temperature,48,23.8,32.5,27.4,85.57
5/1/2020,PH,Manila,temperature,72,26.8,35.2,30.2,64.7
5/15/2020,PH,Manila,temperature,48,23.8,29.1,26.7,21.28
1/12/2020,PH,Manila,temperature,72,23.8,30.9,27.2,43.81
2/1/2020,PH,Manila,temperature,72,21.2,29.4,24.3,64.66
2/26/2020,PH,Manila,temperature,48,23.8,30.3,26.1,37.15
5/5/2020,PH,Manila,temperature,72,28.1,37.4,31.5,71.82
1/23/2020,PH,Manila,temperature,72,23.3,32.1,26.5,71.23
1/25/2020,PH,Manila,temperature,72,23.3,29.4,26.1,37.85
1/24/2020,PH,Manila,humidity,72,78.4,91.8,84.8,193.66
1/31/2020,PH,Manila,humidity,72,63.5,90.5,74.7,531.45
2/4/2020,PH,Manila,humidity,72,49.5,83.5,69.7,1104.4
3/31/2020,PH,Manila,humidity,48,39,74.8,56.2,963.48
4/6/2020,PH,Manila,humidity,72,52.2,81.6,67.1,623.19
1/15/2020,PH,Manila,humidity,72,65.2,88.5,76.5,454.84
4/1/2020,PH,Manila,humidity,72,49.7,79.5,66.7,772.93
4/23/2020,PH,Manila,humidity,72,55.7,76.7,68,376.3
5/17/2020,PH,Manila,humidity,48,58,91.5,77,1036.39
1/13/2020,PH,Manila,humidity,72,68.3,93,82.2,381.2
4/12/2020,PH,Manila,humidity,72,59.7,87,77,660.99
5/11/2020,PH,Manila,humidity,48,46.5,89.7,69.7,1711.25
5/16/2020,PH,Manila,humidity,48,62.7,94.6,82.7,1133.3
3/23/2020,PH,Manila,humidity,72,52,80,68.7,673.9
1/28/2020,PH,Manila,humidity,72,57.3,87,79.8,636.33
1/11/2020,PH,Manila,humidity,72,58.5,91.8,75.5,799.18
1/29/2020,PH,Manila,humidity,72,56.5,88,78.8,884.6
3/11/2020,PH,Manila,humidity,48,63,92.2,74.2,1012.72
4/5/2020,PH,Manila,humidity,72,44.7,80.7,64.2,1276.3
4/26/2020,PH,Manila,humidity,72,57.7,82,69.7,529.05
1/23/2020,PH,Manila,humidity,72,46.8,82,67.5,1266.04
4/8/2020,PH,Manila,humidity,72,48.2,84.5,70.5,817.15
5/12/2020,PH,Manila,humidity,48,47.5,84.8,72.5,1076.67
4/2/2020,PH,Manila,humidity,72,53.1,79.2,65.2,635.54
1/19/2020,PH,Manila,humidity,72,68.7,89.1,78.2,321.16
2/18/2020,PH,Manila,humidity,24,56,80.7,71.2,662.29
3/14/2020,PH,Manila,humidity,48,50,82.2,70,1003.94
3/25/2020,PH,Manila,humidity,72,44,76.7,64,1026.88
4/25/2020,PH,Manila,humidity,72,51.2,78,70,482.2
5/15/2020,PH,Manila,humidity,48,81.7,99,90.5,215.14
1/10/2020,PH,Manila,humidity,72,69.2,83.8,77.3,191.28
2/16/2020,PH,Manila,humidity,24,52.2,80.7,73.5,804.03
3/1/2020,PH,Manila,humidity,48,56.7,82.5,69.7,380.95
2/9/2020,PH,Manila,humidity,39,68,97,87.2,700.12
1/17/2020,PH,Manila,humidity,72,64,88.6,79.5,490.12
3/2/2020,PH,Manila,humidity,48,52,80.7,66.5,796.35
3/20/2020,PH,Manila,humidity,72,54.5,83,73.2,800.16
4/11/2020,PH,Manila,humidity,72,60.2,81,72.7,386.5
4/24/2020,PH,Manila,humidity,72,50.7,79.7,66.1,936.17
4/27/2020,PH,Manila,humidity,72,58.2,81,72.7,405.92
5/9/2020,PH,Manila,humidity,59,51.5,97.2,75.3,1062.62
1/7/2020,PH,Manila,humidity,72,58.2,87,76.2,705.96
3/18/2020,PH,Manila,humidity,35,53,77,69,466.43
3/26/2020,PH,Manila,humidity,72,41.5,74.5,64.5,1063.89
3/29/2020,PH,Manila,humidity,69,51.7,81.1,66.3,862.96
3/30/2020,PH,Manila,humidity,71,50.7,78.6,64,603.43
5/8/2020,PH,Manila,humidity,72,48.3,81,69,983.9
5/14/2020,PH,Manila,humidity,48,59.7,94.8,76.2,754.15
2/2/2020,PH,Manila,humidity,72,62,83,76.5,365.58
4/22/2020,PH,Manila,humidity,72,57.7,75.7,65.2,262.38
5/5/2020,PH,Manila,humidity,72,49,82.2,69.2,1071.28
3/17/2020,PH,Manila,humidity,67,60.5,78.5,73,291.83
4/21/2020,PH,Manila,humidity,72,49.7,77,66.8,808.13
4/15/2020,PH,Manila,humidity,72,48,84,74,1065.15
2/14/2020,PH,Manila,humidity,11,57,78,66.5,806.2
4/4/2020,PH,Manila,humidity,72,49.5,76.2,64.2,542.73
1/14/2020,PH,Manila,humidity,72,65.6,89,76,420.15
1/25/2020,PH,Manila,humidity,72,73.2,99,82.7,549.1
2/19/2020,PH,Manila,humidity,13,52,81.2,68.7,974.6
3/8/2020,PH,Manila,humidity,48,51.2,90.8,78,1198.69
4/28/2020,PH,Manila,humidity,72,47.8,78.5,68,850.93
5/4/2020,PH,Manila,humidity,72,56.5,82.6,71.3,646.3
5/10/2020,PH,Manila,humidity,48,50.2,96.3,73,1661.31
1/5/2020,PH,Manila,humidity,72,54.2,89,75.5,1083.06
3/4/2020,PH,Manila,humidity,5,77.3,79.7,77.5,9.88
3/9/2020,PH,Manila,humidity,48,57.8,90,78.7,1069.18
3/15/2020,PH,Manila,humidity,48,49.5,91.5,70,1047.12
4/20/2020,PH,Manila,humidity,72,55,80.7,68,544.16
1/22/2020,PH,Manila,humidity,72,50.2,82.8,70.2,1350.31
3/3/2020,PH,Manila,humidity,10,72,78,75.2,31.2
5/7/2020,PH,Manila,humidity,72,54.2,93.5,76.7,1455.74
2/26/2020,PH,Manila,humidity,48,62.1,87.8,77.1,461.11
2/17/2020,PH,Manila,humidity,24,63.2,85.2,76.5,390.95
2/1/2020,PH,Manila,humidity,72,58.4,86.5,74,746.96
3/24/2020,PH,Manila,humidity,72,52.7,80,69.2,486.32
1/21/2020,PH,Manila,humidity,72,51.6,87.5,68,1320.24
4/13/2020,PH,Manila,humidity,72,59.2,87.8,73.6,759.08
2/6/2020,PH,Manila,humidity,72,65.2,84,76.5,254.97
3/5/2020,PH,Manila,humidity,48,57,84,68,836.6
3/12/2020,PH,Manila,humidity,48,47.2,73.2,64.8,854.06
1/18/2020,PH,Manila,humidity,72,68,94,79,421.84
4/7/2020,PH,Manila,humidity,72,44.5,79.8,70.5,1111.32
2/25/2020,PH,Manila,humidity,6,69.2,76,75,64.03
2/28/2020,PH,Manila,humidity,48,49,80.5,66.7,676.22
4/3/2020,PH,Manila,humidity,72,48,80.2,61.6,898.98
2/8/2020,PH,Manila,humidity,72,71.2,99,83.4,682.67
4/18/2020,PH,Manila,humidity,72,52.5,89,74,985.96
5/3/2020,PH,Manila,humidity,72,65.6,84.7,73.8,179.93
1/27/2020,PH,Manila,humidity,72,49.8,90.8,82.1,1599.25
5/2/2020,PH,Manila,humidity,72,48.6,78.3,64.2,662.6
5/19/2020,PH,Manila,humidity,36,63.4,91.2,81.8,726.74
2/15/2020,PH,Manila,humidity,24,53.5,84,71.2,879.01
1/20/2020,PH,Manila,humidity,72,64.7,89,76,407.54
2/27/2020,PH,Manila,humidity,48,47.7,91.5,67,1638.41
2/29/2020,PH,Manila,humidity,48,55.5,81.4,68.2,512.74
5/18/2020,PH,Manila,humidity,48,62,88.8,79.4,668.97
1/12/2020,PH,Manila,humidity,72,62,90.4,78.2,670.77
4/19/2020,PH,Manila,humidity,72,53.3,87,68.3,960.34
5/1/2020,PH,Manila,humidity,72,52.5,76,66.2,455.24
5/20/2020,PH,Manila,humidity,4,84.8,88.6,86,28.37
4/14/2020,PH,Manila,humidity,72,63.5,86.2,72.6,324.47
3/7/2020,PH,Manila,humidity,48,52.7,83,72.8,710.76
3/10/2020,PH,Manila,humidity,48,60.3,91.8,80.7,977.08
3/13/2020,PH,Manila,humidity,48,48,83.2,64.8,1238.2
4/9/2020,PH,Manila,humidity,67,56.2,87.5,71,623.17
4/10/2020,PH,Manila,humidity,72,58.2,89.5,72.8,667.31
1/26/2020,PH,Manila,humidity,72,69,90.8,85.2,689.2
4/17/2020,PH,Manila,humidity,72,55.5,81.2,71.5,608.5
4/30/2020,PH,Manila,humidity,72,53.5,79.3,67.5,605.55
2/3/2020,PH,Manila,humidity,72,62.5,87.6,75.5,397.85
1/4/2020,PH,Manila,humidity,72,55.7,86,74.4,820.79
1/6/2020,PH,Manila,humidity,72,53,78,70,669.26
1/9/2020,PH,Manila,humidity,72,60.7,84.7,74.8,489.03
2/5/2020,PH,Manila,humidity,72,55.2,83.7,74,861.56
3/16/2020,PH,Manila,humidity,59,66,83.8,74,173.44
3/22/2020,PH,Manila,humidity,72,48.7,78.7,69.2,868.88
3/27/2020,PH,Manila,humidity,72,49.6,84,70.5,889.07
1/3/2020,PH,Manila,humidity,33,51.6,77.4,62.8,625.1
1/30/2020,PH,Manila,humidity,72,57.5,86.6,72.2,825.2
3/6/2020,PH,Manila,humidity,48,58.7,84.1,69.2,606.8
3/19/2020,PH,Manila,humidity,72,55.5,81.8,70.8,753.17
4/16/2020,PH,Manila,humidity,70,47.7,90.4,75,1582.04
4/29/2020,PH,Manila,humidity,72,56,79,67.8,458.34
5/13/2020,PH,Manila,humidity,48,49.5,85.1,70.7,1001.42
1/8/2020,PH,Manila,humidity,72,67.3,91.7,76.3,617.24
2/7/2020,PH,Manila,humidity,72,74.7,99,83.5,386.79
3/21/2020,PH,Manila,humidity,72,49.5,80.2,68.5,869.78
1/16/2020,PH,Manila,humidity,72,62.6,87.8,73.3,571.04
5/6/2020,PH,Manila,humidity,71,49.5,92.3,72.5,1313.2
3/28/2020,PH,Manila,humidity,72,48,80.8,68.1,1148.81
3/12/2020,PH,Manila,wind speed,48,0.3,11.7,3.4,78.01
1/7/2020,PH,Manila,wind speed,71,0.2,7.7,2.8,49.74
1/10/2020,PH,Manila,wind speed,69,0.1,6.5,2.5,43.6
1/15/2020,PH,Manila,wind speed,63,0.2,11.2,3,98.02
2/6/2020,PH,Manila,wind speed,70,0.2,13,1.7,113.43
3/6/2020,PH,Manila,wind speed,46,0.2,7.7,2.2,35.75
1/29/2020,PH,Manila,wind speed,70,0.2,6.8,2.2,33.13
2/5/2020,PH,Manila,wind speed,72,0.2,8.8,3.7,54.22
3/9/2020,PH,Manila,wind speed,45,0.2,6.2,4,26.94
3/20/2020,PH,Manila,wind speed,71,0.1,11,3.7,91.23
3/25/2020,PH,Manila,wind speed,72,0.2,14,6.5,140.27
1/20/2020,PH,Manila,wind speed,69,0.1,11.5,2.5,152.01
1/30/2020,PH,Manila,wind speed,72,4.2,10,6.3,25.31
3/15/2020,PH,Manila,wind speed,45,0.1,9,2.6,60.98
3/21/2020,PH,Manila,wind speed,69,0.4,11,4.7,133.48
1/9/2020,PH,Manila,wind speed,70,0.1,10.5,3,92.73
1/24/2020,PH,Manila,wind speed,70,0.1,4.6,1.7,12.43
2/7/2020,PH,Manila,wind speed,70,0.4,8,2.2,30.21
3/19/2020,PH,Manila,wind speed,67,0.4,10,4.7,75.95
1/11/2020,PH,Manila,wind speed,69,0.3,10,1.8,38.49
1/23/2020,PH,Manila,wind speed,69,0.2,11.7,3.2,73.52
2/9/2020,PH,Manila,wind speed,37,0.2,13.3,2.2,82.51
2/28/2020,PH,Manila,wind speed,44,0.2,13,3.7,103.36
1/25/2020,PH,Manila,wind speed,67,0.1,6.7,2.2,37.4
2/8/2020,PH,Manila,wind speed,71,0.1,9,3,50.15
2/26/2020,PH,Manila,wind speed,44,0.5,8.5,2.8,44.62
3/2/2020,PH,Manila,wind speed,43,0.2,15,3.2,203.43
3/22/2020,PH,Manila,wind speed,71,0.1,10.5,4.7,103.59
2/2/2020,PH,Manila,wind speed,69,0.1,10.7,4,97.82
2/4/2020,PH,Manila,wind speed,67,0.1,8.2,2.8,57.22
2/14/2020,PH,Manila,wind speed,11,5.6,11.2,8,30.05
2/15/2020,PH,Manila,wind speed,23,0.5,12.2,6,115.54
2/16/2020,PH,Manila,wind speed,22,0.2,9.2,4.7,80.13
1/8/2020,PH,Manila,wind speed,71,0.1,9.3,4,48.3
2/1/2020,PH,Manila,wind speed,69,0.1,9.5,2.4,36.7
2/3/2020,PH,Manila,wind speed,68,0.1,7,2.3,40.06
3/28/2020,PH,Manila,wind speed,71,0.1,11.7,5.6,98.55
2/19/2020,PH,Manila,wind speed,13,0.2,11,2.7,86.04
2/25/2020,PH,Manila,wind speed,6,1,7.2,5.2,61.7
3/1/2020,PH,Manila,wind speed,47,0.2,9.5,5,98.57
1/3/2020,PH,Manila,wind speed,31,1.3,8.3,4,54.37
1/19/2020,PH,Manila,wind speed,66,0.2,8.2,3,65.53
1/21/2020,PH,Manila,wind speed,68,0.1,9.5,3.6,70.42
1/28/2020,PH,Manila,wind speed,72,0.2,5,2.2,13.27
2/17/2020,PH,Manila,wind speed,22,0.2,9.3,3.2,75.33
3/4/2020,PH,Manila,wind speed,5,0.5,6.7,2.7,68.03
3/7/2020,PH,Manila,wind speed,46,0.2,7.7,3.1,37.49
3/18/2020,PH,Manila,wind speed,33,1.3,10.6,7.2,72.98
3/29/2020,PH,Manila,wind speed,68,0.1,12,3.2,152.21
1/14/2020,PH,Manila,wind speed,66,0.2,6.3,3,40.71
3/3/2020,PH,Manila,wind speed,7,0.1,9,5.2,137.53
3/5/2020,PH,Manila,wind speed,47,0.1,8.2,3.4,52.07
3/17/2020,PH,Manila,wind speed,67,0.1,13.7,5.7,128.63
3/26/2020,PH,Manila,wind speed,69,0.1,11.5,4.5,116.31
1/5/2020,PH,Manila,wind speed,70,0.1,10,6.2,81.33
1/16/2020,PH,Manila,wind speed,70,0.1,7.6,2.6,31.93
3/10/2020,PH,Manila,wind speed,46,0.1,6.7,2.5,29.07
3/16/2020,PH,Manila,wind speed,59,0.2,12.2,5.2,79.55
3/30/2020,PH,Manila,wind speed,67,0.2,12,6,101.94
1/18/2020,PH,Manila,wind speed,69,0.1,8.7,2.7,60.42
1/22/2020,PH,Manila,wind speed,72,0.2,9.5,3.1,39.42
3/27/2020,PH,Manila,wind speed,72,0.4,11,5.6,116.1
1/6/2020,PH,Manila,wind speed,71,0.5,8.5,5.2,59.09
3/14/2020,PH,Manila,wind speed,47,0.2,9.2,3.8,62.38
3/24/2020,PH,Manila,wind speed,68,0.1,12.5,5.2,113.39
3/8/2020,PH,Manila,wind speed,45,0.1,7.7,3.4,29.24
3/13/2020,PH,Manila,wind speed,48,0.1,8.7,3,66.61
3/23/2020,PH,Manila,wind speed,70,0.2,11.3,6,107.6
1/13/2020,PH,Manila,wind speed,69,0.2,7.7,3,37.97
1/17/2020,PH,Manila,wind speed,71,0.3,6,3,22.3
1/31/2020,PH,Manila,wind speed,70,0.4,8.2,3.2,42.5
2/27/2020,PH,Manila,wind speed,47,0.1,9.5,4.6,67.51
2/29/2020,PH,Manila,wind speed,44,0.2,13,4.3,144.94
3/31/2020,PH,Manila,wind speed,48,0.3,9.5,6.5,70.82
3/11/2020,PH,Manila,wind speed,47,0.7,13.5,2.6,89.98
1/4/2020,PH,Manila,wind speed,70,0.5,9.7,3.6,75.29
1/12/2020,PH,Manila,wind speed,67,0.1,5.2,1.8,21.71
1/26/2020,PH,Manila,wind speed,69,0.2,6.6,2,22.19
1/27/2020,PH,Manila,wind speed,72,0.1,7.2,3.2,35.74
2/18/2020,PH,Manila,wind speed,24,2,11,4.7,95.97
2/7/2020,PH,Manila,wind gust,72,0.3,13.3,5,95.16
2/19/2020,PH,Manila,wind gust,13,2.5,21,6.7,294.7
3/31/2020,PH,Manila,wind gust,48,1.3,18.7,12.7,244.98
1/11/2020,PH,Manila,wind gust,72,1.2,16.7,4,114.88
2/9/2020,PH,Manila,wind gust,39,1,22,5,191.89
3/5/2020,PH,Manila,wind gust,47,0.8,16.5,6.7,159.54
3/21/2020,PH,Manila,wind gust,72,0.3,21.5,8,464.41
1/24/2020,PH,Manila,wind gust,72,1,8,4,33.87
2/16/2020,PH,Manila,wind gust,24,0.2,17.2,7.5,289.93
3/7/2020,PH,Manila,wind gust,47,0.4,14.2,6.2,130.87
3/9/2020,PH,Manila,wind gust,47,0.6,13,8.2,106.56
3/27/2020,PH,Manila,wind gust,72,0.5,23.5,10.3,449.18
2/2/2020,PH,Manila,wind gust,71,0.6,19.2,8.4,329.92
3/20/2020,PH,Manila,wind gust,72,1,20.2,7.5,315.35
2/26/2020,PH,Manila,wind gust,47,0.3,15.7,5.2,156.73
1/17/2020,PH,Manila,wind gust,72,1.3,11.3,6,80.58
1/30/2020,PH,Manila,wind gust,72,7,16.5,12,52.51
2/6/2020,PH,Manila,wind gust,72,1.3,22.5,5,315.97
2/17/2020,PH,Manila,wind gust,24,0.7,18.5,6.5,254.48
2/25/2020,PH,Manila,wind gust,7,0.6,13.7,9.7,266.98
3/10/2020,PH,Manila,wind gust,48,0.8,11.2,5.2,83.93
3/11/2020,PH,Manila,wind gust,48,1.3,24.7,5.2,301.87
1/12/2020,PH,Manila,wind gust,71,0.4,11,4.8,81.86
3/29/2020,PH,Manila,wind gust,69,0.3,22.2,8,565.86
3/16/2020,PH,Manila,wind gust,59,0.5,21.7,10,241.93
1/15/2020,PH,Manila,wind gust,68,0.6,22.3,6.2,358.03
1/25/2020,PH,Manila,wind gust,70,0.3,16.2,4.7,162.49
2/18/2020,PH,Manila,wind gust,24,4.7,23.7,11.5,360.96
3/8/2020,PH,Manila,wind gust,48,0.6,12.7,6.6,123.04
3/13/2020,PH,Manila,wind gust,48,1.3,17.2,6.3,231.21
1/9/2020,PH,Manila,wind gust,72,0.3,21.5,6.5,348.81
1/23/2020,PH,Manila,wind gust,71,0.4,22.5,7,290.91
2/3/2020,PH,Manila,wind gust,70,1,14.2,4,136.19
2/28/2020,PH,Manila,wind gust,46,0.6,24.5,7.5,384.12
3/1/2020,PH,Manila,wind gust,48,1.2,20.2,10.2,361.96
3/6/2020,PH,Manila,wind gust,48,0.3,15.7,5.5,134.27
3/14/2020,PH,Manila,wind gust,48,0.3,16.5,7.6,194.13
3/17/2020,PH,Manila,wind gust,67,0.8,24.7,12.7,445.89
1/10/2020,PH,Manila,wind gust,71,0.4,13.2,5.6,134.43
1/29/2020,PH,Manila,wind gust,72,0.5,12.2,4.2,110.2
1/31/2020,PH,Manila,wind gust,72,0.4,15.5,5.2,142.11
2/1/2020,PH,Manila,wind gust,70,0.6,17.7,5.4,125.49
3/18/2020,PH,Manila,wind gust,35,0.6,21.6,13.5,345.96
3/25/2020,PH,Manila,wind gust,72,1,24.5,13.2,437.91
1/5/2020,PH,Manila,wind gust,72,0.6,20,12.2,306.09
3/22/2020,PH,Manila,wind gust,71,1,21,11.5,375.32
3/26/2020,PH,Manila,wind gust,72,0.3,22.5,10.7,416.82
1/4/2020,PH,Manila,wind gust,72,1.2,19.3,7.4,259.81
1/8/2020,PH,Manila,wind gust,72,0.4,17.6,8.3,164.27
1/16/2020,PH,Manila,wind gust,72,0.6,14.6,5.5,99.22
1/22/2020,PH,Manila,wind gust,72,0.4,18.7,6.6,162.92
3/28/2020,PH,Manila,wind gust,72,1,22.7,10.6,357.14
1/6/2020,PH,Manila,wind gust,72,1,20.2,10.2,275.25
1/27/2020,PH,Manila,wind gust,72,1,11.2,6.5,74.84
1/28/2020,PH,Manila,wind gust,72,1.7,9.7,5,40.32
2/15/2020,PH,Manila,wind gust,24,1.2,24.2,12.2,499.31
2/27/2020,PH,Manila,wind gust,48,1.6,20.2,8.4,275.97
3/30/2020,PH,Manila,wind gust,71,0.6,23.5,12.3,387.04
1/14/2020,PH,Manila,wind gust,70,0.4,12.6,6,151.07
1/18/2020,PH,Manila,wind gust,71,0.3,16.5,6,155.29
2/4/2020,PH,Manila,wind gust,70,0.4,18,5.5,227.39
2/29/2020,PH,Manila,wind gust,48,0.5,23.5,8,543.25
3/2/2020,PH,Manila,wind gust,47,1,25.5,6.2,659.48
3/4/2020,PH,Manila,wind gust,5,1.3,11.7,7,190.23
3/23/2020,PH,Manila,wind gust,72,0.5,22.3,11,471.65
1/3/2020,PH,Manila,wind gust,32,0.4,20.3,9,292.6
1/26/2020,PH,Manila,wind gust,71,0.8,12.6,4.8,102.1
1/20/2020,PH,Manila,wind gust,72,0.3,23,5.2,555.48
1/13/2020,PH,Manila,wind gust,71,0.4,14.5,6.4,129.36
2/8/2020,PH,Manila,wind gust,72,0.4,17.7,6.7,154.51
3/3/2020,PH,Manila,wind gust,8,1,17,8.5,469.11
3/19/2020,PH,Manila,wind gust,72,0.8,19.5,8.2,284.97
1/7/2020,PH,Manila,wind gust,72,0.5,17.5,6,184.74
2/5/2020,PH,Manila,wind gust,72,0.8,14.5,8,168.65
2/14/2020,PH,Manila,wind gust,11,13,22.2,15.2,92.05
3/12/2020,PH,Manila,wind gust,48,1.2,20.7,7.2,277.69
3/24/2020,PH,Manila,wind gust,70,0.6,25,9.5,453
1/21/2020,PH,Manila,wind gust,71,0.4,22.7,7.6,291.95
3/15/2020,PH,Manila,wind gust,48,0.5,18.5,5.4,228.81
1/19/2020,PH,Manila,wind gust,71,0.3,18.2,5.5,258.3
1/26/2020,PH,Manila,pressure,72,1007.3,1013,1010.2,26.54
1/31/2020,PH,Manila,pressure,72,1011.2,1017.8,1014,30.57
2/18/2020,PH,Manila,pressure,24,1015.2,1018.9,1016.9,12.6
3/30/2020,PH,Manila,pressure,71,1007.4,1013.9,1011.3,28.28
1/9/2020,PH,Manila,pressure,72,1009.3,1015.3,1013.1,23.23
2/7/2020,PH,Manila,pressure,72,1011.4,1017.2,1014.4,26.23
3/1/2020,PH,Manila,pressure,48,1009.2,1016.1,1012.8,31.33
4/3/2020,PH,Manila,pressure,72,1009.5,1016.6,1013.8,31.54
4/5/2020,PH,Manila,pressure,72,1008.4,1016.4,1013.4,37.17
1/21/2020,PH,Manila,pressure,72,1014.9,1020.4,1017.2,25.53
1/23/2020,PH,Manila,pressure,72,1011.8,1018,1015.2,26.4
3/26/2020,PH,Manila,pressure,72,1009.1,1015.5,1013.3,28.61
4/11/2020,PH,Manila,pressure,72,1008.7,1016,1013.1,34.7
2/8/2020,PH,Manila,pressure,72,1012,1017.7,1015.5,23.17
2/15/2020,PH,Manila,pressure,24,1013.1,1017.4,1015.3,15.37
4/12/2020,PH,Manila,pressure,72,1007.9,1014.4,1011.7,26.42
5/15/2020,PH,Manila,pressure,48,1000.7,1009.6,1005.8,51.4
5/20/2020,PH,Manila,pressure,4,1007,1007.5,1007.1,0.49
4/8/2020,PH,Manila,pressure,72,1007.7,1014.8,1011.6,31.29
4/19/2020,PH,Manila,pressure,72,1008.1,1014.9,1012.5,31.61
5/13/2020,PH,Manila,pressure,48,1005.5,1012.4,1009.1,34.23
2/3/2020,PH,Manila,pressure,72,1013.9,1018.3,1016.3,15.68
2/5/2020,PH,Manila,pressure,72,1009.8,1016.9,1014.2,30.01
2/17/2020,PH,Manila,pressure,24,1015.1,1018.7,1016.5,11.67
3/5/2020,PH,Manila,pressure,48,1008.3,1014.9,1012.1,33.68
5/2/2020,PH,Manila,pressure,72,1004.7,1012.6,1009.9,37.61
1/4/2020,PH,Manila,pressure,72,1009.8,1016.4,1013.9,27.12
5/18/2020,PH,Manila,pressure,48,1004.1,1009.9,1007.2,25.68
2/28/2020,PH,Manila,pressure,48,1009.9,1016.3,1013.5,28.3
3/15/2020,PH,Manila,pressure,48,1009.8,1017,1013.3,34.45
4/7/2020,PH,Manila,pressure,72,1006.8,1014.1,1011.4,31.34
1/8/2020,PH,Manila,pressure,72,1009.6,1015.4,1013.4,22.61
2/6/2020,PH,Manila,pressure,72,1010.7,1016.6,1014,23.33
3/6/2020,PH,Manila,pressure,48,1009,1015.1,1012,28.23
3/7/2020,PH,Manila,pressure,48,1008.2,1016,1012.4,39.03
5/7/2020,PH,Manila,pressure,72,1005.4,1012.6,1009.9,34.54
1/7/2020,PH,Manila,pressure,72,1009.8,1016.3,1014.1,28.78
3/14/2020,PH,Manila,pressure,48,1009.4,1016.2,1012.7,33.12
5/6/2020,PH,Manila,pressure,71,1005.5,1012.8,1010.3,35.74
5/12/2020,PH,Manila,pressure,48,1004.9,1012.8,1009.5,40.97
5/3/2020,PH,Manila,pressure,72,1006.4,1012.7,1009.8,28.5
1/14/2020,PH,Manila,pressure,72,1009.2,1014.9,1012.2,29.82
1/27/2020,PH,Manila,pressure,72,1007.7,1013.3,1010.8,23.67
1/28/2020,PH,Manila,pressure,72,1008.2,1014,1011.3,23.79
2/29/2020,PH,Manila,pressure,48,1009.1,1015.5,1012.7,27.96
4/20/2020,PH,Manila,pressure,72,1007.8,1015.5,1012.6,34.87
4/24/2020,PH,Manila,pressure,72,1007.1,1013.5,1011.1,28.77
4/30/2020,PH,Manila,pressure,72,1008.2,1014.9,1012.3,27.68
3/19/2020,PH,Manila,pressure,72,1008.9,1016.3,1013.6,33.51
4/13/2020,PH,Manila,pressure,72,1008.2,1014.6,1011.5,27.27
5/17/2020,PH,Manila,pressure,48,1003.2,1009.4,1006.5,30.36
